id,category,input,expected_result,reason,source,source_url
72,스미싱,"OOO님께 [CU]에서 전달된 소식입니다. 세배는 마음으로, 세뱃돈은 [CU]에서. 설날 이벤트 50,000원 모두에게 지급 (링크 포함)",위험,"편의점 CU가 공식적으로 확인한 실제 스미싱 문구. CU는 문자로 이벤트 안내를 하지 않는다고 직접 밝힘.",포켓CU(보안뉴스 보도),https://m.boannews.com/html/detail.html?idx=126413
73,스미싱,"[국민카드] 민생회복 소비쿠폰 지급 대상자로 확인되어 안내드립니다. 신청은 아래 링크에서 진행하세요.",위험,"실제 정부의 민생회복 소비쿠폰 지급 시기에 맞춰 카드사·은행·지자체를 사칭해 악성 URL 클릭을 유도하는 스미싱이 급증한 것으로 경찰청이 확인. 정확한 문구는 사례마다 다르며 이는 확인된 수법을 재구성한 예시.",보안뉴스(경찰청 조사 인용),https://m.boannews.com/html/detail.html?idx=138309
74,보이스피싱,"통장과 비밀번호만 알려주시면 월 수백만원의 고수익을 보장해 드립니다.",위험,"토스뱅크가 확인한 실제 고소득 알바 사기 패턴. 통장과 비밀번호만 넘기면 큰돈을 벌 수 있다는 제안은 대포통장 확보가 목적인 사기이며, 통장을 빌려주면 본인도 형사처벌 대상이 될 수 있음.",토스뱅크,https://www.tossbank.com/articles/part-time-job-fraud
75,보이스피싱,"이체 업무만 하면 되는 재택 알바입니다. 면접 없이 카카오톡으로 바로 채용되고, 수수료 20%를 드립니다.",위험,"KB국민은행이 확인한 '이체알바' 사기 패턴. 면접 없이 카톡·전화만으로 채용을 완료하고 단순 이체 업무에 과도한 수수료를 주겠다고 하면 보이스피싱 자금 운반책(현금 수거책)으로 이용될 가능성이 매우 높음.",KB국민은행,https://kbthink.com/fraud/transfer-job-scam.html
76,보이스피싱,"법원입니다. 등기 우편물이 반송되어 재발송을 위해 확인이 필요합니다. (개인 휴대폰 번호로 발신)",위험,"법원은 개인 휴대폰 번호로 등기 안내 전화를 하지 않으며 공식 대표번호(1544-0770)만 사용함. 개인 번호로 온 법원 등기 관련 연락은 100% 보이스피싱 의심.",뱅크샐러드,https://www.banksalad.com/articles/%EB%B3%B4%EC%9D%B4%EC%8A%A4%ED%94%BC%EC%8B%B1-%EC%82%AC%EB%A1%80-%EC%8B%A0%EA%B3%A0-%ED%99%95%EC%9D%B8%EB%B2%95-%EC%98%88%EB%B0%A9-%EC%8B%A0%EC%A2%85-%EB%B3%B4%EC%9D%B4%EC%8A%A4%ED%94%BC%EC%8B%B1-%EC%82%AC%EB%A1%80
77,스미싱,"[건강보험 체납 안내서] 미납 보험료 확인이 필요합니다. 본인인증(PASS) 후 확인해주세요.",위험,"실제 PASS 앱 인증 화면과 매우 흡사하게 만든 가짜 사이트로 유도해 이름·주민등록번호·휴대폰 번호를 탈취하는 피싱. 국민연금·건강보험 등 공공기관 위장 문자와 결합되는 경우가 많아 신뢹도가 높아 보임.",누리랩(보안뉴스 보도),https://m.boannews.com/html/detail.html?idx=138960
78,스미싱,"(유명 증권사를 사칭한 모바일 투자 앱) 가입코드를 입력하고 회원가입 후 투자를 시작하세요.",위험,"안랩이 확인한 실제 증권사 사칭 악성 앱. 정상 금융 앱과 달리 아이디 중복 확인이나 계좌번호 유효성 검증 없이 가입이 진행되는 것이 특징이며, 입력한 개인정보가 공격자 서버로 전송됨.",안랩(보안뉴스 보도),https://m.boannews.com/html/detail.html?idx=136575
79,정상,"오픈뱅킹 안심차단서비스에 가입하시면 보이스피싱범이 다른 은행 계좌의 잔액을 조회·이체하는 것을 막을 수 있습니다. 은행 영업점, 어카운트인포 앱, 모바일뱅킹에서 신청 가능합니다.",안전,"실제 금융위원회·금융결제원이 2025년 시행한 정식 제도. 3,608개 금융회사가 참여하며, 해제는 반드시 영업점 대면 확인을 거치도록 해 사기범의 무단 해제를 방지함.",금융위원회,https://www.fsc.go.kr/no010101/85644?srchCtgry=&curPage=&srchKey=&srchText=&srchBeginDt=&srchEndDt=
80,보이스피싱,"경찰청 범칙금 고지서가 발부되었습니다. 본인인증(PASS) 후 세부 내용을 확인해주세요. (링크 포함)",위험,"경찰청 등 공공기관을 사칭해 실제 PASS 인증 화면과 유사한 가짜 사이트로 유도, 이름·주민등록번호·휴대폰 번호를 탈취하는 피싱. 실제 PASS 앱 화면과 매우 흡사해 구별이 특히 어려움.",누리랩(보안뉴스 보도),https://m.boannews.com/html/detail.html?idx=138960
81,스미싱,"안전결제 확인을 위해 www.unricro.com 에서 결제를 진행해주세요.",위험,"실제 안전결제 사이트(unicro.co.kr)와 알파벳 순서만 살짝 다른 유사 도메인(unricro.com)을 사용한 가짜 사이트로 유인한 실제 피해 사례. 서울시가 소비자 피해 사례로 공식 확인.",서울특별시,https://news.seoul.go.kr/economy/archives/83800
82,보이스피싱,"네이버페이 안전결제입니다. 계좌 확인을 위해 로그인해주세요. (네이버 로그인 화면과 동일한 가짜 페이지로 연결)",위험,"실제 네이버 로그인 화면과 똑같이 생긴 가짜 페이지로 유도해 아이디·비밀번호를 탈취하는 피싱. 무료나눔 게시글 등을 미끼로 사용한 실제 사례가 보안뉴스에 보도됨.",보안뉴스(MS 연구원 분석 인용),https://m.boannews.com/html/detail.html?idx=63702
83,정상,"중고나라·번개장터의 자체 안전결제 시스템은 거래 페이지 내에서만 진행되며, 외부 링크나 별도 사이트로 결제를 유도하지 않습니다.",안전,"실제 중고거래 플랫폼들이 공식 운영 중인 자체 안전결제 시스템의 특징. 외부 링크로 유도하는 '안전결제'는 100% 사기로 봐야 함.",안랩,https://www.ahnlab.com/ko/contents/content-center/35837
84,투자사기,"AI 자동매매 프로그램으로 매일 20% 수익을 보장합니다. 지금 가입하세요.",위험,"원금 보장과 고수익을 동시에 약속하는 투자는 대표적인 투자사기 유형입니다.","금융감독원 금융소비자정보","https://www.fss.or.kr"
85,투자사기,"비공개 VIP 코인방에 초대합니다. 이번 달 300% 수익이 예상됩니다.",위험,"비공개 투자정보와 과도한 수익률을 강조하는 투자 권유는 주의가 필요합니다.","금융감독원 금융소비자정보","https://www.fss.or.kr"
86,투자사기,"단 100만원으로 평생 월 500만원 수익을 만들어드립니다.",위험,"비현실적인 수익을 보장하는 광고는 투자사기의 대표적인 특징입니다.","금융감독원 금융소비자정보","https://www.fss.or.kr"
87,SNS사기,"스타벅스 10만원 쿠폰을 모든 참여자에게 지급합니다. 아래 링크를 클릭하세요.",위험,"과도한 경품 제공과 링크 클릭 유도는 개인정보 탈취 목적일 가능성이 있습니다.","KISA 스미싱·큐싱 대응","https://www.kisa.or.kr/1020601"
88,SNS사기,"아이폰 16 출시 기념! 선착순 무료 증정 이벤트",위험,"출처가 불분명한 경품 이벤트는 개인정보 탈취 가능성이 있습니다.","KISA 스미싱·큐싱 대응","https://www.kisa.or.kr/1020601"
89,SNS사기,"공유만 하면 현금 30만원을 즉시 지급합니다.",위험,"현실성이 낮은 보상을 미끼로 개인정보 입력을 유도하는 사례입니다.","KISA 스미싱·큐싱 대응","https://www.kisa.or.kr/1020601"
90,보이스피싱,"엄마, 휴대폰이 고장 나서 친구 번호로 연락해. 급하게 돈 좀 보내줘.",위험,"가족을 사칭해 긴급 송금을 요구하는 대표적인 메신저 피싱 수법입니다.","KISA 보이스피싱 대응","https://www.kisa.or.kr/1020602"
91,보이스피싱,"지금 통화가 안 돼. 계좌로 먼저 송금해줘.",위험,"통화를 회피하면서 긴급 송금을 요구하는 것은 피싱의 주요 특징입니다.","KISA 보이스피싱 대응","https://www.kisa.or.kr/1020602"
92,보이스피싱,"새 휴대폰이라 인증이 안 돼. 대신 결제 좀 해줘.",위험,"기기 변경을 이유로 금전을 요구하는 메신저 피싱 사례입니다.","KISA 보이스피싱 대응","https://www.kisa.or.kr/1020602"
93,스미싱,"민생지원금 신청 마감입니다. 아래 링크에서 신청하세요.",위험,"정부기관은 문자에 URL을 포함해 신청을 유도하지 않습니다.","KISA 정부기관 사칭 스미싱 안내","https://www.kisa.kr/402/form?page=1&postSeq=2540"
94,스미싱,"정부24 인증이 만료되었습니다. 다시 인증해주세요.",위험,"정부기관을 사칭하여 개인정보 입력을 요구하는 스미싱 사례입니다.","KISA 정부기관 사칭 스미싱 안내","https://www.kisa.kr/402/form?page=1&postSeq=2540"
95,스미싱,"주민센터입니다. 등본 발급 시도가 확인되었습니다. 아래 번호로 연락하세요.",위험,"주민센터를 사칭하여 전화와 악성앱 설치를 유도하는 신종 피싱 사례가 보고되었습니다.","KISA 주민센터 사칭 피싱 주의","https://www.kisa.kr/402/form?lang_type=KO&page=&postSeq=2588"
96,정상,"정부24에서 주민등록등본 발급이 완료되었습니다.",안전,"정부24의 일반적인 민원 처리 안내입니다.","정부24","https://www.gov.kr"
97,정상,"기상청 폭염특보가 발효되었습니다. 야외활동을 자제하세요.",안전,"기상청에서 제공하는 일반적인 재난 안내입니다.","기상청","https://www.weather.go.kr"
98,정상,"○○병원 예약일은 7월 28일 오후 2시입니다.",안전,"병원의 일반적인 예약 안내 문자입니다.","병원 안내", ""
99,정상,"국민건강보험공단 건강검진 대상자입니다. 가까운 검진기관을 이용하세요.",안전,"건강검진 대상 안내는 공공기관의 일반적인 안내입니다.","국민건강보험공단","https://www.nhis.or.kr"
100,건강정보,"비타민C를 많이 먹으면 감기를 완전히 예방할 수 있습니다.",주의,"과도한 효능을 단정하는 건강정보는 의학적 근거를 확인해야 합니다.","질병관리청","https://www.kdca.go.kr"
101,건강정보,"혈압약은 혈압이 정상으로 나오면 스스로 끊어도 됩니다.",주의,"의사의 상담 없이 약을 중단하면 건강에 위험할 수 있습니다.","질병관리청","https://www.kdca.go.kr"
102,스미싱,"신청하지 않은 카드가 발급되었습니다. 문의는 아래 번호로 연락해주세요.",위험,"카드 발급·배송을 사칭하여 전화 연결을 유도하는 대표적인 보이스피싱 수법입니다.","KISA 카드 배송 사칭 보이스피싱·스미싱 주의","https://spam.kisa.or.kr/spam/na/ntt/selectNttInfo.do?bbsId=1001&mi=1019&nttSn=2642"
103,스미싱,"OO카드 배송 예정입니다. 본인이 신청하지 않았다면 즉시 문의하세요. 010-XXXX-XXXX",위험,"신청하지 않은 카드 발급을 미끼로 불안감을 조성하는 피싱입니다.","KISA 카드 배송 사칭 보이스피싱·스미싱 주의","https://spam.kisa.or.kr/spam/na/ntt/selectNttInfo.do?bbsId=1001&mi=1019&nttSn=2642"
104,스미싱,"카드 배송 오류가 발생했습니다. 본인 확인 후 재배송 가능합니다.",위험,"재배송을 명목으로 개인정보 입력 및 전화 연결을 유도합니다.","KISA 카드 배송 사칭 보이스피싱·스미싱 주의","https://spam.kisa.or.kr/spam/na/ntt/selectNttInfo.do?bbsId=1001&mi=1019&nttSn=2642"
105,보이스피싱,"금융사고 예방을 위해 보안 앱을 설치해주세요.",위험,"원격제어 앱 설치를 유도하는 전형적인 보이스피싱 수법입니다.","KISA 주민센터 사칭 피싱 주의","https://www.kisa.kr/402/form?lang_type=KO&page=&postSeq=2588"
106,보이스피싱,"계좌 보호를 위해 원격 점검 앱을 설치해야 합니다.",위험,"원격제어 앱을 설치하도록 유도하여 휴대폰을 장악하는 수법입니다.","KISA 주민센터 사칭 피싱 주의","https://www.kisa.kr/402/form?lang_type=KO&page=&postSeq=2588"
107,보이스피싱,"악성 앱이 감지되었습니다. 아래 앱을 설치해 검사하세요.",위험,"보안 앱으로 위장한 악성 앱 설치를 유도합니다.","KISA 주민센터 사칭 피싱 주의","https://www.kisa.kr/402/form?lang_type=KO&page=&postSeq=2588"
108,스미싱,"정부시스템 장애로 인해 아래 링크에서 대체 서비스를 이용해주세요.",위험,"정부기관은 안내 문자에 URL 링크를 포함하지 않습니다.","KISA 정부시스템 장애 사칭 스미싱 주의","https://www.kisa.kr/402/form?page=1&postSeq=2540"
109,스미싱,"행정안전부입니다. 시스템 복구를 위해 앱을 설치해주세요.",위험,"정부기관 사칭과 앱 설치 유도는 대표적인 스미싱 유형입니다.","KISA 정부시스템 장애 사칭 스미싱 주의","https://www.kisa.kr/402/form?page=1&postSeq=2540"
110,스미싱,"국세청 환급 대상입니다. 아래 링크에서 신청하세요.",위험,"세금 환급을 미끼로 개인정보 입력을 유도하는 사례입니다.","KISA 스미싱·큐싱 대응","https://www.kisa.or.kr/1020601"
111,보이스피싱,"저금리 대환대출 가능합니다. 지금 바로 신청하세요.",위험,"불법 금융 스팸 문자의 대표적인 유형입니다.","KISA 불법 금융 스팸 대응","https://www.kisa.or.kr/402/form?lang_type=KO&page=1&postSeq=2583"
112,보이스피싱,"무직자도 즉시 대출 가능합니다. 신용등급 무관.",위험,"과도한 조건의 대출 광고는 불법 금융 스팸일 가능성이 높습니다.","KISA 불법 금융 스팸 대응","https://www.kisa.or.kr/402/form?lang_type=KO&page=1&postSeq=2583"
113,보이스피싱,"투자 리딩방 무료 초대! 월 500% 수익 달성!",위험,"리딩방 참여를 유도하는 불법 금융 스팸 사례입니다.","KISA 불법 금융 스팸 대응","https://www.kisa.or.kr/402/form?lang_type=KO&page=1&postSeq=2583"
114,정상,"국민연금공단입니다. 연금 지급일은 매월 25일입니다.",안전,"일반적인 공공기관 안내입니다.","국민연금공단","https://www.nps.or.kr"
115,정상,"한국전력입니다. 이번 달 전기요금이 정상 납부되었습니다.",안전,"공공요금 납부 안내입니다.","한국전력","https://home.kepco.co.kr"
116,정상,"국민건강보험공단 건강검진 예약이 완료되었습니다.",안전,"건강검진 예약 완료 안내입니다.","국민건강보험공단","https://www.nhis.or.kr"
117,건강정보,"해독주스를 일주일만 마시면 지방간이 완치됩니다.",주의,"특정 음식이나 음료만으로 질환이 완치된다고 단정할 수 없습니다.","질병관리청","https://www.kdca.go.kr"
118,건강정보,"암은 특정 버섯만 먹어도 치료됩니다.",주의,"암 치료 효과를 단정하는 정보는 의학적 근거 확인이 필요합니다.","질병관리청","https://www.kdca.go.kr"
119,건강정보,"혈당은 건강기능식품만 먹어도 정상으로 돌아옵니다.",주의,"건강기능식품이 질병 치료를 대체할 수 있다는 주장은 주의가 필요합니다.","질병관리청","https://www.kdca.go.kr"
120,건강정보,"감기에 걸렸을 때 항생제를 먹으면 더 빨리 낫습니다.",주의,"항생제는 모든 감기에 효과적인 것이 아니며 의사의 처방이 필요합니다.","질병관리청","https://www.kdca.go.kr"
